Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (N),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (N/W),Overall Efficiency (N/W),Left Load Cell (mV),Right Load Cell (mV),Thrust Load Cell (mV),Vibration (g),Burst Current Cutoff (A),Pin State ESC,Pin State Servo1,Pin State Servo2,Pin State Servo3,Debug 0,Debug 1,Debug 2,Debug 3,49D0 Temp (ºC),Debug 3,App message,
0,1000,,,,-0.02705078125,0.025390625,-0.97705078125,-0.002941936538272246,0.2383563195222931,13.97356823895773,0.030403704741003325,0,0,0.32749960061642436,0,0,0,0,-0.1548021184983907,-0.03498725976217024,-0.42758028212066784,0.08876953125,0.030642048502754114,0.05,1,1,1,0,0,0,0,25.875,0,,
3.396234400494909,1050,,,,-0.0296875,0.02841796875,-0.98251953125,-0.0029589496655047583,0.23734525142131915,13.973875951764418,0.03729939267893288,0,75,0.4220899408077039,0.02361047030311019,5.66376026879242,0,0.4260145776925197,-0.1551120595792072,-0.03460411647562369,-0.42747284255796086,0.095703125,0.03418778971218277,0.1,0.9,1,1,0,0,0,0,25.86875,0,,
6.349410900495714,1100,,,,-0.0298828125,0.01826171875,-0.9751953125,-0.004402426052252735,0.30195637184653035,13.97271426888376,0.07697344210248512,0,1051,0.9460262438666316,0.4844152602577497,51.215593839538464,0.6236904589762755,0.3192824492855867,-0.15024600570593477,-0.03078495445425431,-0.43433864172402326,0.1048828125,0.06248999700894812,0.05,0.9,1,1,0,0,0,0,25.8125,0,,
9.308159900495456,1150,,,,-0.0328125,0.021875,-0.98818359375,-0.007605642669152976,0.45946495665581616,13.970382863318235,0.1769831535005713,0,1832,2.3482384723303467,1.4595211627126283,62.16254385917989,0.31483924045769124,0.19567452820929387,-0.14077409131859545,-0.021088830595778013,-0.4510760439407674,0.11201171875,0.12878126275510562,0.05,0.85,1,1,0,0,0,0,25.65625,0,,
12.25526590049439,1200,,,,-0.02890625,0.0193359375,-0.9884765625,-0.012000154286074297,0.694163409667571,13.967288965068098,0.34200870832427793,0,2545,4.663890944439425,3.197696643490203,68.5648199408414,0.2171021295684597,0.1488438584773379,-0.1270472478112786,-0.00846078707499512,-0.47601590618676387,0.1427734375,0.24990552350455256,0.05,0.75,1,1,0,0,0,0,25.325,0,,
15.213825900496357,1250,,,,-0.03056640625,0.01767578125,-0.98876953125,-0.017420646263806745,1.0219384195919767,13.963424143776312,0.5917586813420246,0,3186,8.13822175511165,5.813093338165916,71.43022912175974,0.17581622727779325,0.1255748411430854,-0.11024110164400196,0.007231028071157076,-0.510846402469521,0.2150390625,0.44230651445674046,0,0.8,1,1,0,0,0,0,24.9875,0,,
18.188224650493964,1300,,,,-0.03017578125,0.015625,-0.98837890625,-0.023238405293376143,1.3973365406419809,13.958456705050718,0.9148947222545493,0,3800,12.64297462960198,9.247833499067193,73.14715369455463,0.15110461619745888,0.11052385325113945,-0.0929260787940402,0.024738342470640686,-0.5507374938092843,0.40791015625,0.7107070116772398,0.1,0.85,1,1,0,0,0,0,24.6375,0,,
21.130514900494926,1350,,,,-0.02255859375,0.01416015625,-1.00078125,-0.029915084759080945,1.8424583931564347,13.952117120348737,1.3842444847422994,0,4419,19.168704537602586,13.843318565218837,72.21877571734865,0.13309381354526162,0.09611861368704752,-0.0732133835403748,0.04497647427451668,-0.5980376678919703,0.7103515625,1.0874521599852232,0,0.85,1,1,0,0,0,0,24.334375,0,,
24.17055440049521,1400,,,,-0.02958984375,0.01171875,-0.9892578125,-0.037616547030101956,2.3651803434520997,13.942799255024017,1.954183335810604,0,5003,27.1012490716141,19.708056935476687,72.72120649685907,0.12001113491154507,0.08727277852546918,-0.04957246032321021,0.0674899733262844,-0.6535838944053576,0.52109375,1.5912937261737758,0.1,0.8,1,1,0,0,0,0,23.996875,0,,
27.175939900493898,1450,,,,-0.0326171875,0.01787109375,-0.98671875,-0.04628264320252641,2.953728120218579,13.932782127333144,2.6813346979748953,0,5604,37.21998382600475,27.16187785664282,72.97806696299561,0.10874541733949637,0.07936010694467265,-0.024076476554697784,0.09384158601198281,-0.7161249989136529,0.5349609375,2.206140359058204,0.1,0.7,1,1,0,0,0,0,23.75,0,,
30.165251900495964,1500,,,,-0.02958984375,0.0142578125,-0.98720703125,-0.055165838041249374,3.6100930053718767,13.919385690853531,3.5362385231020377,0,6154,49.11477258408998,35.54896116407169,72.37957766105895,0.10155284026412627,0.07350341159561322,0.0034918510458491017,0.11953354711641462,-0.785872581860067,0.552734375,2.963489910342347,0.05,0.85,1,1,0,0,0,0,23.58125,0,,
33.20541490049451,1550,,,,-0.0265625,0.00947265625,-0.9859375,-0.06423331596183357,4.284944008189019,13.904643946408697,4.482892240180128,0,6658,62.185021230271694,44.78800986515338,72.02397114900113,0.09567185651659524,0.06890664741527573,0.02997011035591232,0.14728850500305016,-0.8575845630463643,0.825,3.828944012708143,0.05,1,1,1,0,0,0,0,23.5,0,,
36.19284390049684,1600,,,,-0.03583984375,0.01220703125,-0.9845703125,-0.07457379352155713,5.003266701397603,13.888201061037188,5.612507500436483,0,7182,77.79543039939679,56.083102309734805,72.09089311370676,0.08921218073043621,0.06431339207758127,0.06022854757611131,0.1788821746709958,-0.9339159950899237,0.88916015625,4.836683977096281,0.1,0.9,1,1,0,0,0,0,23.409375,0,,
39.221936400494634,1650,,,,-0.0357421875,0.01103515625,-0.9857421875,-0.0860822020805376,5.8222783513392935,13.866472388321792,6.990685072615089,0,7716,96.79584539381412,69.55259722549111,71.85511463036002,0.08371141175276244,0.06015061774625497,0.09431882445672957,0.2136629350656114,-1.020946980873153,0.3822265625,6.0531602761510905,0.05,0.95,1,1,0,0,0,0,23.3125,0,,
42.22885515049589,1700,,,,-0.02958984375,0.01142578125,-0.98935546875,-0.09740820390121945,6.572280531686266,13.845330292584226,8.422577311980412,0,8187,116.44621676000477,83.50835549599549,71.71413774196975,0.07870214671605653,0.05644049928889511,0.1262193243146793,0.24941090692701118,-1.100644783828478,0.3943359375,7.409880413205303,0.05,0.9,1,1,0,0,0,0,23.1875,0,,
