Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (N),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (N/W),Overall Efficiency (N/W),Left Load Cell (mV),Right Load Cell (mV),Thrust Load Cell (mV),Vibration (g),Burst Current Cutoff (A),Pin State ESC,Pin State Servo1,Pin State Servo2,Pin State Servo3,Debug 0,Debug 1,Debug 2,Debug 3,49D0 Temp (ºC),Debug 3,App message,
0,1000,,,,-0.02890625,0.02763671875,-0.9765625,0.0029399550268676493,0.0612552835360787,15.982139850931995,0.02913192536694916,0,0,0.341347830681039,0,0,0,0,-0.17038877438647657,-0.05445441744001826,-0.4087609188720391,0.091015625,0.030062196671572984,0,0,1,1,0,0,0,0,25.728125,0,,
3.3781543374961247,1050,,,,-0.0271484375,0.02587890625,-0.9765625,0.0029368755912115895,0.06530593221217368,15.982003721430829,0.03691296710593331,0,101,0.46369747010851825,0.030963740763851548,6.595824384257936,0,0.12642047023542116,-0.1707823291284095,-0.054074407212576725,-0.4091913546874114,0.09208984375,0.03407742988857625,0,0.9,1,1,0,0,0,0,25.8125,0,,
6.3059418374960545,1100,,,,-0.0302734375,0.0189453125,-0.9814453125,-0.0007406562550513398,0.19551040878420353,15.980543388889718,0.09596995805419382,0,1150,1.3952745784325595,0.08922123929152231,6.388800154095751,0,0.14024408885703027,-0.16100243347792098,-0.04193487417873454,-0.4230273287547644,0.1146484375,0.0729624089372358,0.05,0.9,1,1,0,0,0,0,25.9375,0,,
9.335058587496029,1150,,,,-0.0294921875,0.01806640625,-0.9873046875,-0.006357385477135496,0.5119578646370756,15.97832703199154,0.2377275048658948,0,1943,3.6631975129269194,1.293250301076536,35.3091972382212,0.39595733392471394,0.1397708961117213,-0.14412245137468563,-0.02518282381558328,-0.456654120307035,0.1298828125,0.1690728337740487,0,0.85,1,1,0,0,0,0,25.9375,0,,
12.329534337496948,1200,,,,-0.03037109375,0.01806640625,-0.987109375,-0.013763671805894504,0.9287952757987264,15.973845008479543,0.48127905645050184,0,2657,7.563688032216686,3.8292400739161345,50.627205565448044,0.24257445760955756,0.1227993088469894,-0.12058453357967265,-0.004271525615097136,-0.5009486926825444,0.15595703125,0.34936166705729615,0.05,0.95,1,1,0,0,0,0,25.9375,0,,
15.307856337496663,1250,,,,-0.0345703125,0.0169921875,-0.98798828125,-0.023303885649205918,1.4822496576619841,15.966211700410724,0.8980064332443666,0,3364,14.20904113649946,8.209780437172917,57.79355586461878,0.18055613272830187,0.10435024652055491,-0.09264319234001177,0.024854377715317053,-0.5597606527359047,0.248046875,0.6533611656312952,0.1,0.8,1,1,0,0,0,0,25.875,0,,
18.297899337496787,1300,,,,-0.0328125,0.01845703125,-0.986328125,-0.03474559623598769,2.1357985651469154,15.957360192463096,1.4989657271990766,0,4013,23.77653830798615,14.601424718175087,61.411674740541955,0.14627425542776396,0.08982872642758462,-0.05769617756145319,0.05846296603805985,-0.6292090002411148,0.836328125,1.1295058800677162,0.15,0.9,1,1,0,0,0,0,25.8125,0,,
21.23863108749764,1350,,,,-0.01748046875,-0.00693359375,-0.991796875,-0.04695986656087594,2.84172123681763,15.945024331312606,2.3006454307385704,0,4622,36.541341974193486,22.728377287012403,62.200557765637356,0.1250322111963118,0.07776820485324745,-0.021532622582610454,0.09539321483145645,-0.7042227634844183,0.46845703125,1.7823742377089573,0.15,0.95,1,1,0,0,0,0,25.75,0,,
24.201158837494994,1400,,,,-0.03291015625,0.01171875,-0.98447265625,-0.059690877553454515,3.5689728869669177,15.931078078683802,3.245806876001796,0,5175,51.53747928387376,32.35005205010706,62.77008545863161,0.11032399366581765,0.06925029586014886,0.016289196703707393,0.13376771683169436,-0.7815030171041061,0.38916015625,2.606382350175284,0,0.9,1,1,0,0,0,0,25.7625,0,,
27.255063337495567,1450,,,,-0.0251953125,0.0203125,-0.98369140625,-0.07455956785036519,4.398720671974938,15.912663153451827,4.439979180701515,0,5728,70.51586016806213,44.719560255446765,63.4178614979852,0.09836292168563143,0.06237936558679637,0.06058870774507533,0.17846882542671766,-0.8696748614067362,0.67607421875,3.6624645545622956,0.15,0.9,1,1,0,0,0,0,25.8125,0,,
30.263846837494544,1500,,,,-0.02822265625,0.01064453125,-0.987890625,-0.08903437358445163,5.195272375565701,15.888871875065192,5.788484982229273,0,6207,91.83819455953636,57.86749898851714,63.010340043933084,0.08977888029250558,0.056569887025394804,0.1040718398266732,0.22165696753989333,-0.9543191762901089,0.3927734375,4.863891206816521,0,0.8,1,1,0,0,0,0,25.928125,0,,
33.323170337496094,1550,,,,-0.03291015625,0.022265625,-0.98720703125,-0.10317088466207384,6.035667553225111,15.865177963396174,7.359421652649843,0,6668,116.5866036793609,72.04533890639127,61.79564602051313,0.08377598933185566,0.051769829599660235,0.14841155974664882,0.2621116102616351,-1.0436224490388883,1.0626953125,6.3069151777114385,0.05,0.95,1,1,0,0,0,0,26.0625,0,,
36.273432587495755,1600,,,,-0.02802734375,0.017578125,-0.9947265625,-0.11947333000748801,6.971986433989647,15.83766839733185,9.196171713459348,0,7124,145.5011964675163,89.12632684415577,61.25468057112039,0.07822629523949814,0.047917058647006024,0.1979082040727066,0.31027119967724304,-1.1431189033398608,1.00771484375,7.927008529377147,0.05,0.7,1,1,0,0,0,0,26.2625,0,,
39.21525058749512,1650,,,,-0.030859375,0.0033203125,-0.98603515625,-0.13509575238705,7.834009335504616,15.806754846797848,11.215265358102837,0,7531,177.13723286805515,106.54387244366117,60.14770654994915,0.07352873315738608,0.04422578012507082,0.24760577463815422,0.354336224133331,-1.2347204121729878,0.580859375,9.786926780670914,0.1,0.85,1,1,0,0,0,0,26.553125,0,,
42.19222033749364,1700,,,,-0.03642578125,0.01142578125,-0.99033203125,-0.1515382999915737,8.750572526926703,15.7697864785853,13.480880783890617,0,7915,212.40441338243136,125.60272972361079,59.133769475919074,0.0696690943283421,0.04119770104838864,0.2980589130105215,0.40242074337960476,-1.33211755919497,0.4869140625,11.903188605798432,0.15,0.85,1,1,0,0,0,0,26.9,0,,
45.134010837496035,1750,,,,-0.03193359375,0.01767578125,-0.98212890625,-0.1687098781993657,9.61486380877996,15.733207817638146,15.87323037318798,0,8276,249.55795485838507,146.2229817152638,58.59276170717324,0.06575535894391032,0.03852769589318885,0.3467964387273112,0.4562760007031856,-1.4239601138996498,0.50048828125,14.157872379846784,0.15,0.95,1,1,0,0,0,0,27.3125,0,,
48.135586837494785,1800,,,,-0.02958984375,0.02001953125,-0.9888671875,-0.18242639035341737,10.365217986267638,15.688651886941276,18.623478741667682,0,8585,291.8377902278892,164.01494678659876,56.20226636645625,0.06319783512336391,0.03551771594088474,0.38856733687268424,0.4966808363594596,-1.5036953212779163,0.3791015625,16.696322905988957,0.2,0.75,1,1,0,0,0,0,27.775,0,,
51.100935337495024,1850,,,,-0.029296875,0.0021484375,-0.98232421875,-0.1987616482913655,11.218630531115325,15.64787878227878,21.26265076157154,0,8877,332.66381690122273,184.76698586147282,55.54189347022814,0.060717705512169914,0.0337236579430616,0.44169711260726857,0.5416844167294821,-1.594381864092242,0.3927734375,19.324749949104174,0.15,0.9,1,1,0,0,0,0,28.403125,0,,
54.03135933749481,1900,,,,-0.03544921875,0.0154296875,-0.98935546875,-0.21358646827814262,11.916655856104462,15.604061738563189,24.01746319270969,0,9146,374.57686406430736,204.55940825635304,54.61074478820045,0.0582555033496325,0.0318137179814753,0.47911287104257844,0.5924704783508166,-1.6685564282022747,0.42783203125,22.021600047589107,0.1,0.85,1,1,0,0,0,0,29.1,0,,
57.000053087495736,1950,,,,-0.0365234375,0.01591796875,-0.9833984375,-0.22594986367057635,12.543680853492871,15.557046946199677,27.035313839548316,0,9403,420.3907666008755,222.49492515708988,52.9256583392949,0.056377737453222526,0.029838184870759187,0.5194938849301265,0.6263754915182191,-1.7351862540873213,0.446484375,24.912833557820115,0.05,0.95,1,1,0,0,0,0,29.925,0,,
